EnterpriseCount,NaceCodeGroup,JuridicalForm,Code,Description
5,88,420.0,420,Association de CPAS
3,88,412.0,412,Centre public d'action sociale
2,88,15.0,015,Société privée à responsabilité limitée
2,88,14.0,014,Société anonyme
1,88,721.0,721,Société ou association sans personnalité juridique
1,88,612.0,612,Société en commandite
1,88,8.0,008,Société coopérative à responsabilité limitée
1,88,3.0,003,Unité TVA
20,88,17.0,017,Association sans but lucratif
20,88,,,
4,88,610.0,610,Société à responsabilité limitée
3,88,612.0,612,Société en commandite
1,88,417.0,417,Association chargée de mission (Région flamande)
39,88,17.0,017,Association sans but lucratif
23,88,,,
7,88,610.0,610,Société à responsabilité limitée
2,88,612.0,612,Société en commandite
1,88,417.0,417,Association chargée de mission (Région flamande)
51,88,17.0,017,Association sans but lucratif
40,88,,,
6,88,610.0,610,Société à responsabilité limitée
2,88,612.0,612,Société en commandite
1,88,419.0,419,Régie provinciale autonome
1,88,417.0,417,Association chargée de mission (Région flamande)
1,88,11.0,011,Société en nom collectif
1,88,3.0,003,Unité TVA
92,88,17.0,017,Association sans but lucratif
36,88,,,
7,88,610.0,610,Société à responsabilité limitée
2,88,3.0,003,Unité TVA
1,88,612.0,612,Société en commandite
1,88,417.0,417,Association chargée de mission (Région flamande)
1,88,8.0,008,Société coopérative à responsabilité limitée
179,88,,,
81,88,17.0,017,Association sans but lucratif
51,88,610.0,610,Société à responsabilité limitée
24,88,612.0,612,Société en commandite
10,88,11.0,011,Société en nom collectif
5,88,15.0,015,Société privée à responsabilité limitée
3,88,3.0,003,Unité TVA
2,88,721.0,721,Société ou association sans personnalité juridique
2,88,26.0,026,Fondation privée
2,88,14.0,014,Société anonyme
1,88,706.0,706,Société coopérative
1,88,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
1,88,125.0,125,Association internationale sans but lucratif
1,88,30.0,030,Entité étrangère
1,88,12.0,012,Société en commandite simple
1,88,8.0,008,Société coopérative à responsabilité limitée
645,88,17.0,017,Association sans but lucratif
497,88,610.0,610,Société à responsabilité limitée
345,88,,,
72,88,11.0,011,Société en nom collectif
55,88,721.0,721,Société ou association sans personnalité juridique
55,88,612.0,612,Société en commandite
38,88,15.0,015,Société privée à responsabilité limitée
29,88,3.0,003,Unité TVA
10,88,706.0,706,Société coopérative
7,88,12.0,012,Société en commandite simple
5,88,411.0,411,Ville / commune
5,88,14.0,014,Société anonyme
3,88,420.0,420,Association de CPAS
2,88,412.0,412,Centre public d'action sociale
2,88,124.0,124,Etablissement public
1,88,6.0,006,Société coopérative à responsabilité illimitée
105,88,,,
34,88,17.0,017,Association sans but lucratif
13,88,610.0,610,Société à responsabilité limitée
6,88,612.0,612,Société en commandite
3,88,721.0,721,Société ou association sans personnalité juridique
2,88,420.0,420,Association de CPAS
2,88,3.0,003,Unité TVA
1,88,412.0,412,Centre public d'action sociale
1,88,15.0,015,Société privée à responsabilité limitée
1,88,11.0,011,Société en nom collectif
178,88,,,
120,88,17.0,017,Association sans but lucratif
38,88,610.0,610,Société à responsabilité limitée
9,88,612.0,612,Société en commandite
6,88,11.0,011,Société en nom collectif
4,88,411.0,411,Ville / commune
3,88,3.0,003,Unité TVA
2,88,721.0,721,Société ou association sans personnalité juridique
2,88,15.0,015,Société privée à responsabilité limitée
2,88,14.0,014,Société anonyme
1,88,706.0,706,Société coopérative
1,88,125.0,125,Association internationale sans but lucratif
1,88,29.0,029,Fondation d'utilité publique
1,88,26.0,026,Fondation privée
29,88,17.0,017,Association sans but lucratif
29,88,,,
3,88,610.0,610,Société à responsabilité limitée
1,88,125.0,125,Association internationale sans but lucratif
1,88,30.0,030,Entité étrangère
1,88,15.0,015,Société privée à responsabilité limitée
1,88,8.0,008,Société coopérative à responsabilité limitée
191,88,,,
170,88,17.0,017,Association sans but lucratif
14,88,610.0,610,Société à responsabilité limitée
9,88,612.0,612,Société en commandite
7,88,11.0,011,Société en nom collectif
1,88,721.0,721,Société ou association sans personnalité juridique
1,88,706.0,706,Société coopérative
1,88,616.0,616,Société à responsabilité limitée de droit public
1,88,411.0,411,Ville / commune
1,88,125.0,125,Association internationale sans but lucratif
1,88,30.0,030,Entité étrangère
1,88,26.0,026,Fondation privée
1,88,15.0,015,Société privée à responsabilité limitée
328,88,17.0,017,Association sans but lucratif
15,88,706.0,706,Société coopérative
7,88,3.0,003,Unité TVA
2,88,721.0,721,Société ou association sans personnalité juridique
2,88,610.0,610,Société à responsabilité limitée
1,88,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
1,88,420.0,420,Association de CPAS
1,88,416.0,416,Association prestataire de services (Région flamande)
1,88,15.0,015,Société privée à responsabilité limitée
1,88,,,
275,88,,,
188,88,17.0,017,Association sans but lucratif
46,88,610.0,610,Société à responsabilité limitée
17,88,612.0,612,Société en commandite
12,88,11.0,011,Société en nom collectif
4,88,29.0,029,Fondation d'utilité publique
4,88,15.0,015,Société privée à responsabilité limitée
3,88,721.0,721,Société ou association sans personnalité juridique
3,88,412.0,412,Centre public d'action sociale
3,88,3.0,003,Unité TVA
2,88,420.0,420,Association de CPAS
2,88,26.0,026,Fondation privée
2,88,14.0,014,Société anonyme
2,88,12.0,012,Société en commandite simple
1,88,706.0,706,Société coopérative
1,88,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
1,88,415.0,415,Association de projet
1,88,125.0,125,Association internationale sans but lucratif
1,88,30.0,030,Entité étrangère
1874,88,17.0,017,Association sans but lucratif
1532,88,,,
235,88,610.0,610,Société à responsabilité limitée
65,88,612.0,612,Société en commandite
37,88,11.0,011,Société en nom collectif
29,88,706.0,706,Société coopérative
25,88,125.0,125,Association internationale sans but lucratif
25,88,29.0,029,Fondation d'utilité publique
20,88,30.0,030,Entité étrangère
17,88,14.0,014,Société anonyme
14,88,26.0,026,Fondation privée
12,88,412.0,412,Centre public d'action sociale
12,88,15.0,015,Société privée à responsabilité limitée
12,88,3.0,003,Unité TVA
8,88,12.0,012,Société en commandite simple
7,88,420.0,420,Association de CPAS
4,88,721.0,721,Société ou association sans personnalité juridique
3,88,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
3,88,411.0,411,Ville / commune
2,88,151.0,151,Autre forme légale
2,88,51.0,051,Autre forme de droit privé avec personnalité juridique
2,88,2.0,002,Organisme de financement de pensions
1,88,515.0,515,Société privée à responsabilité limitée à finalité sociale
1,88,422.0,422,Zone de secours
1,88,418.0,418,Régie communale autonome
1,88,416.0,416,Association prestataire de services (Région flamande)
1,88,400.0,400,Autorité provinciale
1,88,330.0,330,Autorité de la Région de Bruxelles-Capitale
1,88,325.0,325,Association internationale sans but lucratif de droit public
1,88,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
1,88,124.0,124,Etablissement public
1,88,117.0,117,Association sans but lucratif de droit public
1,88,23.0,023,Association étrangère privée avec établissement en Belgique
1,88,22.0,022,Organisation scientifique internationale de droit belge
1,88,18.0,018,Etablissement d'utilité publique
1,88,8.0,008,Société coopérative à responsabilité limitée
15940,90,,,
1803,90,610.0,610,Société à responsabilité limitée
712,90,17.0,017,Association sans but lucratif
532,90,612.0,612,Société en commandite
208,90,11.0,011,Société en nom collectif
149,90,15.0,015,Société privée à responsabilité limitée
112,90,12.0,012,Société en commandite simple
37,90,14.0,014,Société anonyme
30,90,721.0,721,Société ou association sans personnalité juridique
8,90,706.0,706,Société coopérative
6,90,8.0,008,Société coopérative à responsabilité limitée
6,90,6.0,006,Société coopérative à responsabilité illimitée
5,90,26.0,026,Fondation privée
2,90,30.0,030,Entité étrangère
2,90,3.0,003,Unité TVA
1,90,512.0,512,Société en commandite simple à finalité sociale
1,90,125.0,125,Association internationale sans but lucratif
1,90,124.0,124,Etablissement public
1,90,29.0,029,Fondation d'utilité publique
1,90,22.0,022,Organisation scientifique internationale de droit belge
1,90,13.0,013,Société en commandite par actions
83,90,,,
20,90,17.0,017,Association sans but lucratif
7,90,612.0,612,Société en commandite
4,90,610.0,610,Société à responsabilité limitée
1,90,11.0,011,Société en nom collectif
4090,90,,,
1098,90,17.0,017,Association sans but lucratif
910,90,610.0,610,Société à responsabilité limitée
233,90,612.0,612,Société en commandite
100,90,15.0,015,Société privée à responsabilité limitée
95,90,11.0,011,Société en nom collectif
58,90,12.0,012,Société en commandite simple
32,90,14.0,014,Société anonyme
15,90,29.0,029,Fondation d'utilité publique
14,90,26.0,026,Fondation privée
13,90,706.0,706,Société coopérative
9,90,721.0,721,Société ou association sans personnalité juridique
7,90,125.0,125,Association internationale sans but lucratif
6,90,3.0,003,Unité TVA
4,90,30.0,030,Entité étrangère
3,90,8.0,008,Société coopérative à responsabilité limitée
2,90,124.0,124,Etablissement public
2,90,6.0,006,Société coopérative à responsabilité illimitée
1,90,512.0,512,Société en commandite simple à finalité sociale
329,90,,,
37,90,610.0,610,Société à responsabilité limitée
20,90,17.0,017,Association sans but lucratif
7,90,612.0,612,Société en commandite
2,90,11.0,011,Société en nom collectif
1,90,30.0,030,Entité étrangère
1,90,8.0,008,Société coopérative à responsabilité limitée
12553,90,,,
1645,90,610.0,610,Société à responsabilité limitée
1283,90,17.0,017,Association sans but lucratif
609,90,612.0,612,Société en commandite
307,90,11.0,011,Société en nom collectif
215,90,15.0,015,Société privée à responsabilité limitée
133,90,12.0,012,Société en commandite simple
48,90,14.0,014,Société anonyme
29,90,721.0,721,Société ou association sans personnalité juridique
10,90,30.0,030,Entité étrangère
8,90,6.0,006,Société coopérative à responsabilité illimitée
6,90,8.0,008,Société coopérative à responsabilité limitée
6,90,3.0,003,Unité TVA
4,90,29.0,029,Fondation d'utilité publique
3,90,706.0,706,Société coopérative
1,90,512.0,512,Société en commandite simple à finalité sociale
1,90,125.0,125,Association internationale sans but lucratif
1,90,124.0,124,Etablissement public
1,90,26.0,026,Fondation privée
2157,90,17.0,017,Association sans but lucratif
2036,90,,,
660,90,610.0,610,Société à responsabilité limitée
117,90,15.0,015,Société privée à responsabilité limitée
108,90,612.0,612,Société en commandite
95,90,11.0,011,Société en nom collectif
47,90,14.0,014,Société anonyme
28,90,12.0,012,Société en commandite simple
16,90,721.0,721,Société ou association sans personnalité juridique
14,90,30.0,030,Entité étrangère
10,90,3.0,003,Unité TVA
8,90,6.0,006,Société coopérative à responsabilité illimitée
5,90,8.0,008,Société coopérative à responsabilité limitée
4,90,29.0,029,Fondation d'utilité publique
3,90,706.0,706,Société coopérative
3,90,124.0,124,Etablissement public
3,90,26.0,026,Fondation privée
2,90,125.0,125,Association internationale sans but lucratif
2,90,22.0,022,Organisation scientifique internationale de droit belge
1,90,514.0,514,Société anonyme à finalité sociale
1,90,151.0,151,Autre forme légale
1,90,16.0,016,Société coopérative (ancien statut)
322,90,17.0,017,Association sans but lucratif
301,90,610.0,610,Société à responsabilité limitée
272,90,,,
84,90,15.0,015,Société privée à responsabilité limitée
62,90,14.0,014,Société anonyme
24,90,612.0,612,Société en commandite
18,90,11.0,011,Société en nom collectif
11,90,12.0,012,Société en commandite simple
10,90,29.0,029,Fondation d'utilité publique
9,90,418.0,418,Régie communale autonome
7,90,3.0,003,Unité TVA
6,90,706.0,706,Société coopérative
3,90,8.0,008,Société coopérative à responsabilité limitée
2,90,514.0,514,Société anonyme à finalité sociale
2,90,30.0,030,Entité étrangère
2,90,16.0,016,Société coopérative (ancien statut)
2,90,6.0,006,Société coopérative à responsabilité illimitée
1,90,721.0,721,Société ou association sans personnalité juridique
1,90,419.0,419,Régie provinciale autonome
1,90,411.0,411,Ville / commune
1,90,116.0,116,Société coopérative de droit public (ancien statut)
1,90,26.0,026,Fondation privée
698,90,17.0,017,Association sans but lucratif
250,90,610.0,610,Société à responsabilité limitée
223,90,,,
53,90,418.0,418,Régie communale autonome
47,90,15.0,015,Société privée à responsabilité limitée
42,90,14.0,014,Société anonyme
27,90,612.0,612,Société en commandite
26,90,11.0,011,Société en nom collectif
12,90,3.0,003,Unité TVA
11,90,706.0,706,Société coopérative
11,90,12.0,012,Société en commandite simple
7,90,411.0,411,Ville / commune
5,90,721.0,721,Société ou association sans personnalité juridique
3,90,29.0,029,Fondation d'utilité publique
3,90,8.0,008,Société coopérative à responsabilité limitée
2,90,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
2,90,415.0,415,Association de projet
2,90,125.0,125,Association internationale sans but lucratif
2,90,6.0,006,Société coopérative à responsabilité illimitée
1,90,30.0,030,Entité étrangère
1,90,26.0,026,Fondation privée
1,90,20.0,020,Union professionnelle
1,90,16.0,016,Société coopérative (ancien statut)
3543,90,,,
3257,90,17.0,017,Association sans but lucratif
2085,90,610.0,610,Société à responsabilité limitée
393,90,612.0,612,Société en commandite
274,90,15.0,015,Société privée à responsabilité limitée
231,90,11.0,011,Société en nom collectif
110,90,12.0,012,Société en commandite simple
83,90,14.0,014,Société anonyme
28,90,721.0,721,Société ou association sans personnalité juridique
18,90,30.0,030,Entité étrangère
17,90,3.0,003,Unité TVA
13,90,8.0,008,Société coopérative à responsabilité limitée
12,90,125.0,125,Association internationale sans but lucratif
10,90,706.0,706,Société coopérative
8,90,26.0,026,Fondation privée
6,90,29.0,029,Fondation d'utilité publique
5,90,418.0,418,Régie communale autonome
4,90,411.0,411,Ville / commune
2,90,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
2,90,6.0,006,Société coopérative à responsabilité illimitée
1,90,415.0,415,Association de projet
1,90,124.0,124,Etablissement public
1,90,117.0,117,Association sans but lucratif de droit public
1333,90,,,
593,90,610.0,610,Société à responsabilité limitée
129,90,612.0,612,Société en commandite
97,90,17.0,017,Association sans but lucratif
90,90,15.0,015,Société privée à responsabilité limitée
57,90,11.0,011,Société en nom collectif
33,90,12.0,012,Société en commandite simple
25,90,14.0,014,Société anonyme
6,90,3.0,003,Unité TVA
4,90,721.0,721,Société ou association sans personnalité juridique
1,90,706.0,706,Société coopérative
1,90,30.0,030,Entité étrangère
1,90,8.0,008,Société coopérative à responsabilité limitée
1,90,6.0,006,Société coopérative à responsabilité illimitée
4480,90,,,
1945,90,610.0,610,Société à responsabilité limitée
716,90,17.0,017,Association sans but lucratif
364,90,612.0,612,Société en commandite
327,90,15.0,015,Société privée à responsabilité limitée
192,90,11.0,011,Société en nom collectif
154,90,14.0,014,Société anonyme
99,90,12.0,012,Société en commandite simple
14,90,721.0,721,Société ou association sans personnalité juridique
13,90,8.0,008,Société coopérative à responsabilité limitée
11,90,6.0,006,Société coopérative à responsabilité illimitée
10,90,706.0,706,Société coopérative
9,90,3.0,003,Unité TVA
3,90,125.0,125,Association internationale sans but lucratif
2,90,411.0,411,Ville / commune
2,90,30.0,030,Entité étrangère
2,90,29.0,029,Fondation d'utilité publique
2,90,26.0,026,Fondation privée
1,90,515.0,515,Société privée à responsabilité limitée à finalité sociale
1,90,512.0,512,Société en commandite simple à finalité sociale
1,90,22.0,022,Organisation scientifique internationale de droit belge
1,90,16.0,016,Société coopérative (ancien statut)
3617,90,,,
1184,90,17.0,017,Association sans but lucratif
927,90,610.0,610,Société à responsabilité limitée
288,90,612.0,612,Société en commandite
146,90,11.0,011,Société en nom collectif
97,90,15.0,015,Société privée à responsabilité limitée
70,90,12.0,012,Société en commandite simple
41,90,14.0,014,Société anonyme
12,90,721.0,721,Société ou association sans personnalité juridique
10,90,706.0,706,Société coopérative
7,90,26.0,026,Fondation privée
6,90,3.0,003,Unité TVA
5,90,125.0,125,Association internationale sans but lucratif
3,90,30.0,030,Entité étrangère
2,90,8.0,008,Société coopérative à responsabilité limitée
2,90,6.0,006,Société coopérative à responsabilité illimitée
1,90,418.0,418,Régie communale autonome
1,90,415.0,415,Association de projet
1,90,29.0,029,Fondation d'utilité publique
1,90,18.0,018,Etablissement d'utilité publique
134,91,17.0,017,Association sans but lucratif
127,91,,,
55,91,610.0,610,Société à responsabilité limitée
15,91,15.0,015,Société privée à responsabilité limitée
11,91,14.0,014,Société anonyme
8,91,418.0,418,Régie communale autonome
5,91,12.0,012,Société en commandite simple
4,91,612.0,612,Société en commandite
4,91,11.0,011,Société en nom collectif
3,91,30.0,030,Entité étrangère
3,91,26.0,026,Fondation privée
2,91,417.0,417,Association chargée de mission (Région flamande)
2,91,411.0,411,Ville / commune
2,91,29.0,029,Fondation d'utilité publique
2,91,3.0,003,Unité TVA
1,91,721.0,721,Société ou association sans personnalité juridique
1,91,706.0,706,Société coopérative
1,91,303.0,303,Autre service fédéral
1,91,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
1,91,151.0,151,Autre forme légale
1,91,125.0,125,Association internationale sans but lucratif
1,91,8.0,008,Société coopérative à responsabilité limitée
27,91,,,
22,91,17.0,017,Association sans but lucratif
11,91,610.0,610,Société à responsabilité limitée
2,91,303.0,303,Autre service fédéral
2,91,29.0,029,Fondation d'utilité publique
1,91,721.0,721,Société ou association sans personnalité juridique
1,91,706.0,706,Société coopérative
1,91,612.0,612,Société en commandite
1,91,30.0,030,Entité étrangère
1,91,14.0,014,Société anonyme
1,91,11.0,011,Société en nom collectif
1,91,3.0,003,Unité TVA
156,91,17.0,017,Association sans but lucratif
68,91,,,
56,91,610.0,610,Société à responsabilité limitée
22,91,14.0,014,Société anonyme
12,91,418.0,418,Régie communale autonome
11,91,29.0,029,Fondation d'utilité publique
7,91,11.0,011,Société en nom collectif
5,91,26.0,026,Fondation privée
5,91,15.0,015,Société privée à responsabilité limitée
3,91,411.0,411,Ville / commune
3,91,3.0,003,Unité TVA
2,91,721.0,721,Société ou association sans personnalité juridique
2,91,303.0,303,Autre service fédéral
2,91,30.0,030,Entité étrangère
1,91,612.0,612,Société en commandite
272,91,17.0,017,Association sans but lucratif
74,91,,,
59,91,610.0,610,Société à responsabilité limitée
25,91,14.0,014,Société anonyme
11,91,29.0,029,Fondation d'utilité publique
10,91,418.0,418,Régie communale autonome
7,91,415.0,415,Association de projet
7,91,15.0,015,Société privée à responsabilité limitée
6,91,303.0,303,Autre service fédéral
6,91,11.0,011,Société en nom collectif
5,91,721.0,721,Société ou association sans personnalité juridique
4,91,26.0,026,Fondation privée
3,91,706.0,706,Société coopérative
3,91,612.0,612,Société en commandite
3,91,3.0,003,Unité TVA
2,91,419.0,419,Régie provinciale autonome
2,91,124.0,124,Etablissement public
1,91,151.0,151,Autre forme légale
1,91,30.0,030,Entité étrangère
1,91,12.0,012,Société en commandite simple
1,91,8.0,008,Société coopérative à responsabilité limitée
14,91,,,
7,91,610.0,610,Société à responsabilité limitée
4,91,17.0,017,Association sans but lucratif
2,91,612.0,612,Société en commandite
1,91,721.0,721,Société ou association sans personnalité juridique
1,91,26.0,026,Fondation privée
125,91,,,
50,91,17.0,017,Association sans but lucratif
48,91,610.0,610,Société à responsabilité limitée
7,91,612.0,612,Société en commandite
6,91,15.0,015,Société privée à responsabilité limitée
4,91,14.0,014,Société anonyme
3,91,721.0,721,Société ou association sans personnalité juridique
3,91,11.0,011,Société en nom collectif
2,91,310.0,310,Autorité de la Région flamande et de la Communauté flamande
1,91,706.0,706,Société coopérative
1,91,411.0,411,Ville / commune
1,91,400.0,400,Autorité provinciale
1,91,29.0,029,Fondation d'utilité publique
1,91,26.0,026,Fondation privée
1,91,12.0,012,Société en commandite simple
1,91,8.0,008,Société coopérative à responsabilité limitée
1,91,3.0,003,Unité TVA
142,91,17.0,017,Association sans but lucratif
102,91,,,
73,91,610.0,610,Société à responsabilité limitée
25,91,14.0,014,Société anonyme
13,91,15.0,015,Société privée à responsabilité limitée
11,91,612.0,612,Société en commandite
9,91,26.0,026,Fondation privée
5,91,11.0,011,Société en nom collectif
5,91,3.0,003,Unité TVA
4,91,721.0,721,Société ou association sans personnalité juridique
2,91,418.0,418,Régie communale autonome
2,91,30.0,030,Entité étrangère
2,91,29.0,029,Fondation d'utilité publique
2,91,8.0,008,Société coopérative à responsabilité limitée
1,91,415.0,415,Association de projet
1,91,411.0,411,Ville / commune
1,91,400.0,400,Autorité provinciale
1,91,12.0,012,Société en commandite simple
1067,92,610.0,610,Société à responsabilité limitée
555,92,,,
168,92,14.0,014,Société anonyme
164,92,15.0,015,Société privée à responsabilité limitée
50,92,11.0,011,Société en nom collectif
36,92,612.0,612,Société en commandite
31,92,12.0,012,Société en commandite simple
25,92,3.0,003,Unité TVA
18,92,17.0,017,Association sans but lucratif
7,92,721.0,721,Société ou association sans personnalité juridique
3,92,6.0,006,Société coopérative à responsabilité illimitée
2,92,706.0,706,Société coopérative
2,92,114.0,114,Société anonyme de droit public
2,92,30.0,030,Entité étrangère
2,92,8.0,008,Société coopérative à responsabilité limitée
1,92,16.0,016,Société coopérative (ancien statut)
2282,93,610.0,610,Société à responsabilité limitée
1605,93,,,
1481,93,17.0,017,Association sans but lucratif
536,93,14.0,014,Société anonyme
364,93,15.0,015,Société privée à responsabilité limitée
271,93,418.0,418,Régie communale autonome
174,93,612.0,612,Société en commandite
139,93,11.0,011,Société en nom collectif
67,93,721.0,721,Société ou association sans personnalité juridique
62,93,3.0,003,Unité TVA
43,93,12.0,012,Société en commandite simple
21,93,706.0,706,Société coopérative
21,93,8.0,008,Société coopérative à responsabilité limitée
18,93,411.0,411,Ville / commune
10,93,30.0,030,Entité étrangère
4,93,417.0,417,Association chargée de mission (Région flamande)
4,93,16.0,016,Société coopérative (ancien statut)
4,93,6.0,006,Société coopérative à responsabilité illimitée
3,93,416.0,416,Association prestataire de services (Région flamande)
2,93,125.0,125,Association internationale sans but lucratif
2,93,114.0,114,Société anonyme de droit public
2,93,108.0,108,Société coopérative à responsabilité limitée de droit public
1,93,616.0,616,Société à responsabilité limitée de droit public
1,93,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
1,93,415.0,415,Association de projet
1,93,400.0,400,Autorité provinciale
1,93,350.0,350,Autorité de la Communauté germanophone
1,93,124.0,124,Etablissement public
1,93,13.0,013,Société en commandite par actions
1627,93,17.0,017,Association sans but lucratif
133,93,610.0,610,Société à responsabilité limitée
123,93,,,
67,93,14.0,014,Société anonyme
44,93,721.0,721,Société ou association sans personnalité juridique
27,93,15.0,015,Société privée à responsabilité limitée
9,93,706.0,706,Société coopérative
8,93,11.0,011,Société en nom collectif
8,93,3.0,003,Unité TVA
6,93,30.0,030,Entité étrangère
5,93,612.0,612,Société en commandite
4,93,12.0,012,Société en commandite simple
2,93,508.0,508,Société coopérative à responsabilité limitée à finalité sociale
2,93,8.0,008,Société coopérative à responsabilité limitée
2,93,6.0,006,Société coopérative à responsabilité illimitée
1,93,722.0,722,Association momentanée
1,93,418.0,418,Régie communale autonome
1,93,125.0,125,Association internationale sans but lucratif
375,93,17.0,017,Association sans but lucratif
79,93,610.0,610,Société à responsabilité limitée
78,93,,,
8,93,14.0,014,Société anonyme
6,93,612.0,612,Société en commandite
6,93,15.0,015,Société privée à responsabilité limitée
5,93,11.0,011,Société en nom collectif
3,93,3.0,003,Unité TVA
2,93,721.0,721,Société ou association sans personnalité juridique
604,93,17.0,017,Association sans but lucratif
62,93,610.0,610,Société à responsabilité limitée
36,93,,,
14,93,14.0,014,Société anonyme
10,93,721.0,721,Société ou association sans personnalité juridique
7,93,15.0,015,Société privée à responsabilité limitée
4,93,3.0,003,Unité TVA
2,93,612.0,612,Société en commandite
2,93,11.0,011,Société en nom collectif
1,93,30.0,030,Entité étrangère
1,93,12.0,012,Société en commandite simple
318,93,17.0,017,Association sans but lucratif
26,93,610.0,610,Société à responsabilité limitée
24,93,,,
10,93,30.0,030,Entité étrangère
8,93,15.0,015,Société privée à responsabilité limitée
5,93,721.0,721,Société ou association sans personnalité juridique
5,93,612.0,612,Société en commandite
2,93,14.0,014,Société anonyme
2,93,12.0,012,Société en commandite simple
2,93,11.0,011,Société en nom collectif
1,93,706.0,706,Société coopérative
1,93,3.0,003,Unité TVA
181,93,17.0,017,Association sans but lucratif
60,93,,,
24,93,610.0,610,Société à responsabilité limitée
3,93,612.0,612,Société en commandite
2,93,11.0,011,Société en nom collectif
1,93,721.0,721,Société ou association sans personnalité juridique
1,93,30.0,030,Entité étrangère
1,93,15.0,015,Société privée à responsabilité limitée
262,93,17.0,017,Association sans but lucratif
61,93,610.0,610,Société à responsabilité limitée
53,93,,,
9,93,11.0,011,Société en nom collectif
8,93,612.0,612,Société en commandite
8,93,15.0,015,Société privée à responsabilité limitée
3,93,14.0,014,Société anonyme
2,93,418.0,418,Régie communale autonome
2,93,12.0,012,Société en commandite simple
1,93,417.0,417,Association chargée de mission (Région flamande)
1,93,303.0,303,Autre service fédéral
1,93,125.0,125,Association internationale sans but lucratif
1,93,30.0,030,Entité étrangère
1,93,3.0,003,Unité TVA
790,93,,,
632,93,610.0,610,Société à responsabilité limitée
275,93,17.0,017,Association sans but lucratif
87,93,15.0,015,Société privée à responsabilité limitée
56,93,612.0,612,Société en commandite
40,93,14.0,014,Société anonyme
40,93,11.0,011,Société en nom collectif
23,93,12.0,012,Société en commandite simple
16,93,721.0,721,Société ou association sans personnalité juridique
6,93,3.0,003,Unité TVA
3,93,8.0,008,Société coopérative à responsabilité limitée
2,93,125.0,125,Association internationale sans but lucratif
1,93,16.0,016,Société coopérative (ancien statut)
80,93,17.0,017,Association sans but lucratif
6,93,,,
1,93,11.0,011,Société en nom collectif
1222,93,17.0,017,Association sans but lucratif
652,93,,,
554,93,610.0,610,Société à responsabilité limitée
84,93,612.0,612,Société en commandite
75,93,15.0,015,Société privée à responsabilité limitée
54,93,11.0,011,Société en nom collectif
49,93,721.0,721,Société ou association sans personnalité juridique
31,93,14.0,014,Société anonyme
15,93,12.0,012,Société en commandite simple
10,93,3.0,003,Unité TVA
4,93,30.0,030,Entité étrangère
3,93,125.0,125,Association internationale sans but lucratif
2,93,418.0,418,Régie communale autonome
1286,93,610.0,610,Société à responsabilité limitée
910,93,,,
199,93,15.0,015,Société privée à responsabilité limitée
123,93,612.0,612,Société en commandite
100,93,14.0,014,Société anonyme
61,93,17.0,017,Association sans but lucratif
61,93,11.0,011,Société en nom collectif
21,93,12.0,012,Société en commandite simple
19,93,3.0,003,Unité TVA
7,93,8.0,008,Société coopérative à responsabilité limitée
5,93,30.0,030,Entité étrangère
3,93,721.0,721,Société ou association sans personnalité juridique
2,93,616.0,616,Société à responsabilité limitée de droit public
1,93,418.0,418,Régie communale autonome
1,93,6.0,006,Société coopérative à responsabilité illimitée
308,93,17.0,017,Association sans but lucratif
64,93,,,
37,93,610.0,610,Société à responsabilité limitée
6,93,30.0,030,Entité étrangère
5,93,612.0,612,Société en commandite
5,93,11.0,011,Société en nom collectif
4,93,3.0,003,Unité TVA
3,93,125.0,125,Association internationale sans but lucratif
3,93,15.0,015,Société privée à responsabilité limitée
2,93,26.0,026,Fondation privée
2,93,14.0,014,Société anonyme
2,93,8.0,008,Société coopérative à responsabilité limitée
1,93,235.0,235,Entité étrangère sans établissement belge avec représentant responsable TVA
1,93,22.0,022,Organisation scientifique internationale de droit belge
1433,93,,,
342,93,610.0,610,Société à responsabilité limitée
110,93,612.0,612,Société en commandite
84,93,17.0,017,Association sans but lucratif
35,93,11.0,011,Société en nom collectif
25,93,12.0,012,Société en commandite simple
14,93,15.0,015,Société privée à responsabilité limitée
8,93,14.0,014,Société anonyme
4,93,721.0,721,Société ou association sans personnalité juridique
1,93,706.0,706,Société coopérative
1,93,8.0,008,Société coopérative à responsabilité limitée
1,93,3.0,003,Unité TVA
7067,93,,,
2920,93,610.0,610,Société à responsabilité limitée
2032,93,17.0,017,Association sans but lucratif
648,93,612.0,612,Société en commandite
328,93,11.0,011,Société en nom collectif
310,93,15.0,015,Société privée à responsabilité limitée
157,93,14.0,014,Société anonyme
139,93,12.0,012,Société en commandite simple
59,93,721.0,721,Société ou association sans personnalité juridique
25,93,3.0,003,Unité TVA
21,93,30.0,030,Entité étrangère
11,93,418.0,418,Régie communale autonome
8,93,6.0,006,Société coopérative à responsabilité illimitée
7,93,8.0,008,Société coopérative à responsabilité limitée
