NaceCodeGroup,NaceDescription_FR,JuridicalForm,JuridicalForm_FR,EnterpriseCount
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,418.0,,2
72,Recherche et développement scientifique,310.0,,2
72,Recherche et développement scientifique,340.0,,2
72,Recherche et développement scientifique,420.0,,2
73,"Activités de publicité, d’études de marché et de relations publiques",27.0,,2
73,"Activités de publicité, d’études de marché et de relations publiques",114.0,,2
73,"Activités de publicité, d’études de marché et de relations publiques",418.0,,2
73,"Activités de publicité, d’études de marché et de relations publiques",512.0,,2
73,"Activités de publicité, d’études de marché et de relations publiques",722.0,,2
74,"Autres activités spécialisées, scientifiques et techniques",310.0,,2
75,Activités vétérinaires,6.0,,2
77,Activités de location et location-bail,303.0,,2
78,Activités liées à l’emploi,310.0,,2
78,Activités liées à l’emploi,411.0,,2
78,Activités liées à l’emploi,415.0,,2
79,"Activités d’agence de voyage, de voyagiste, de service de réservation et de services connexes",26.0,,2
79,"Activités d’agence de voyage, de voyagiste, de service de réservation et de services connexes",418.0,,2
79,"Activités d’agence de voyage, de voyagiste, de service de réservation et de services connexes",419.0,,2
80,Activités d’investigation et de sécurité,16.0,,2
81,Activités de services pour les bâtiments et l’aménagement paysager,515.0,,2
81,Activités de services pour les bâtiments et l’aménagement paysager,722.0,,2
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",51.0,,2
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",419.0,,2
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",506.0,,2
84,Administration publique et défense; sécurité sociale obligatoire,2.0,,2
84,Administration publique et défense; sécurité sociale obligatoire,110.0,,2
84,Administration publique et défense; sécurité sociale obligatoire,117.0,,2
84,Administration publique et défense; sécurité sociale obligatoire,302.0,,2
84,Administration publique et défense; sécurité sociale obligatoire,999.0,,2
85,Enseignement,117.0,,2
85,Enseignement,160.0,,2
85,Enseignement,310.0,,2
85,Enseignement,350.0,,2
85,Enseignement,418.0,,2
86,Activités pour la santé humaine,22.0,,2
86,Activités pour la santé humaine,117.0,,2
86,Activités pour la santé humaine,508.0,,2
87,Activités de soins en établissement résidentiel,8.0,,2
87,Activités de soins en établissement résidentiel,417.0,,2
87,Activités de soins en établissement résidentiel,716.0,,2
88,Activités d’action sociale sans hébergement,2.0,,2
88,Activités d’action sociale sans hébergement,51.0,,2
88,Activités d’action sociale sans hébergement,124.0,,2
88,Activités d’action sociale sans hébergement,416.0,,2
89,,235.0,,2
90,Activités de création artistique et de spectacle,22.0,,2
91,"Bibliothèques, archives, musées et autres activités culturelles",124.0,,2
91,"Bibliothèques, archives, musées et autres activités culturelles",125.0,,2
91,"Bibliothèques, archives, musées et autres activités culturelles",151.0,,2
91,"Bibliothèques, archives, musées et autres activités culturelles",417.0,,2
92,Activités de jeux d’argent et de paris,8.0,,2
92,Activités de jeux d’argent et de paris,30.0,,2
93,Activités sportives et activités récréatives et de loisirs,114.0,,2
93,Activités sportives et activités récréatives et de loisirs,415.0,,2
93,Activités sportives et activités récréatives et de loisirs,416.0,,2
93,Activités sportives et activités récréatives et de loisirs,616.0,,2
93,Activités sportives et activités récréatives et de loisirs,722.0,,2
94,Activités des organisations associatives,418.0,,2
95,"Réparation et entretien d’ordinateurs, de biens personnels et domestiques et d’automobiles et motocycles",412.0,,2
95,"Réparation et entretien d’ordinateurs, de biens personnels et domestiques et d’automobiles et motocycles",508.0,,2
96,Activités de services aux personnes,422.0,,2
96,Activités de services aux personnes,515.0,,2
98,Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,15.0,,2
98,Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,17.0,,2
99,Activités des organisations et organismes extraterritoriaux,15.0,,2
99,Activités des organisations et organismes extraterritoriaux,22.0,,2
10,Industries alimentaires,16.0,,1
10,Industries alimentaires,26.0,,1
10,Industries alimentaires,108.0,,1
10,Industries alimentaires,125.0,,1
10,Industries alimentaires,420.0,,1
11,Fabrication de boissons,13.0,,1
11,Fabrication de boissons,114.0,,1
11,Fabrication de boissons,117.0,,1
11,Fabrication de boissons,124.0,,1
11,Fabrication de boissons,125.0,,1
11,Fabrication de boissons,340.0,,1
11,Fabrication de boissons,411.0,,1
11,Fabrication de boissons,515.0,,1
12,Fabrication de produits à base de tabac,6.0,,1
12,Fabrication de produits à base de tabac,16.0,,1
12,Fabrication de produits à base de tabac,60.0,,1
12,Fabrication de produits à base de tabac,235.0,,1
13,Fabrication de textiles,27.0,,1
13,Fabrication de textiles,51.0,,1
13,Fabrication de textiles,125.0,,1
13,Fabrication de textiles,560.0,,1
14,Industrie de l’habillement,13.0,,1
14,Industrie de l’habillement,117.0,,1
14,Industrie de l’habillement,235.0,,1
14,Industrie de l’habillement,412.0,,1
15,"Fabrication de cuir, d’articles en cuir et de produits similaires dans d’autres matières",13.0,,1
15,"Fabrication de cuir, d’articles en cuir et de produits similaires dans d’autres matières",16.0,,1
15,"Fabrication de cuir, d’articles en cuir et de produits similaires dans d’autres matières",124.0,,1
15,"Fabrication de cuir, d’articles en cuir et de produits similaires dans d’autres matières",151.0,,1
16,"Travail du bois et fabrication d’articles en bois et en liège, à l’exception des meubles; fabrication d’articles en vannerie et sparterie",51.0,,1
16,"Travail du bois et fabrication d’articles en bois et en liège, à l’exception des meubles; fabrication d’articles en vannerie et sparterie",60.0,,1
16,"Travail du bois et fabrication d’articles en bois et en liège, à l’exception des meubles; fabrication d’articles en vannerie et sparterie",114.0,,1
16,"Travail du bois et fabrication d’articles en bois et en liège, à l’exception des meubles; fabrication d’articles en vannerie et sparterie",151.0,,1
16,"Travail du bois et fabrication d’articles en bois et en liège, à l’exception des meubles; fabrication d’articles en vannerie et sparterie",235.0,,1
16,"Travail du bois et fabrication d’articles en bois et en liège, à l’exception des meubles; fabrication d’articles en vannerie et sparterie",508.0,,1
18,Imprimerie et reproduction d’enregistrements,16.0,,1
18,Imprimerie et reproduction d’enregistrements,20.0,,1
18,Imprimerie et reproduction d’enregistrements,26.0,,1
18,Imprimerie et reproduction d’enregistrements,29.0,,1
18,Imprimerie et reproduction d’enregistrements,51.0,,1
18,Imprimerie et reproduction d’enregistrements,65.0,,1
18,Imprimerie et reproduction d’enregistrements,125.0,,1
18,Imprimerie et reproduction d’enregistrements,235.0,,1
18,Imprimerie et reproduction d’enregistrements,400.0,,1
19,Cokéfaction et raffinage,11.0,,1
21,Industrie pharmaceutique,13.0,,1
21,Industrie pharmaceutique,16.0,,1
21,Industrie pharmaceutique,25.0,,1
21,Industrie pharmaceutique,29.0,,1
21,Industrie pharmaceutique,114.0,,1
21,Industrie pharmaceutique,124.0,,1
21,Industrie pharmaceutique,125.0,,1
21,Industrie pharmaceutique,320.0,,1
21,Industrie pharmaceutique,379.0,,1
21,Industrie pharmaceutique,508.0,,1
22,Fabrication de produits en caoutchouc et en plastique,27.0,,1
22,Fabrication de produits en caoutchouc et en plastique,124.0,,1
22,Fabrication de produits en caoutchouc et en plastique,320.0,,1
22,Fabrication de produits en caoutchouc et en plastique,400.0,,1
22,Fabrication de produits en caoutchouc et en plastique,418.0,,1
22,Fabrication de produits en caoutchouc et en plastique,508.0,,1
23,Fabrication d’autres produits minéraux non métalliques,16.0,,1
23,Fabrication d’autres produits minéraux non métalliques,51.0,,1
23,Fabrication d’autres produits minéraux non métalliques,114.0,,1
23,Fabrication d’autres produits minéraux non métalliques,514.0,,1
24,Métallurgie,6.0,,1
24,Métallurgie,13.0,,1
24,Métallurgie,16.0,,1
24,Métallurgie,114.0,,1
24,Métallurgie,125.0,,1
24,Métallurgie,310.0,,1
24,Métallurgie,412.0,,1
26,"Fabrication de produits informatiques, électroniques et optiques",8.0,,1
26,"Fabrication de produits informatiques, électroniques et optiques",114.0,,1
26,"Fabrication de produits informatiques, électroniques et optiques",125.0,,1
26,"Fabrication de produits informatiques, électroniques et optiques",706.0,,1
27,Fabrication d’équipements électriques,16.0,,1
27,Fabrication d’équipements électriques,125.0,,1
27,Fabrication d’équipements électriques,706.0,,1
29,Industrie automobile,6.0,,1
30,Fabrication d’autres matériels de transport,6.0,,1
30,Fabrication d’autres matériels de transport,235.0,,1
30,Fabrication d’autres matériels de transport,722.0,,1
31,Fabrication de meubles,6.0,,1
32,Autres industries manufacturières,16.0,,1
32,Autres industries manufacturières,29.0,,1
32,Autres industries manufacturières,616.0,,1
33,"Réparation, entretien et installation de machines et d’équipements",114.0,,1
33,"Réparation, entretien et installation de machines et d’équipements",411.0,,1
33,"Réparation, entretien et installation de machines et d’équipements",418.0,,1
33,"Réparation, entretien et installation de machines et d’équipements",508.0,,1
35,"Production et distribution d’électricité, de gaz, de vapeur et d’air conditionné",25.0,,1
35,"Production et distribution d’électricité, de gaz, de vapeur et d’air conditionné",26.0,,1
35,"Production et distribution d’électricité, de gaz, de vapeur et d’air conditionné",114.0,,1
35,"Production et distribution d’électricité, de gaz, de vapeur et d’air conditionné",125.0,,1
35,"Production et distribution d’électricité, de gaz, de vapeur et d’air conditionné",303.0,,1
35,"Production et distribution d’électricité, de gaz, de vapeur et d’air conditionné",320.0,,1
35,"Production et distribution d’électricité, de gaz, de vapeur et d’air conditionné",350.0,,1
35,"Production et distribution d’électricité, de gaz, de vapeur et d’air conditionné",414.0,,1
35,"Production et distribution d’électricité, de gaz, de vapeur et d’air conditionné",508.0,,1
35,"Production et distribution d’électricité, de gaz, de vapeur et d’air conditionné",616.0,,1
35,"Production et distribution d’électricité, de gaz, de vapeur et d’air conditionné",716.0,,1
36,"Captage, traitement et distribution d’eau",6.0,,1
36,"Captage, traitement et distribution d’eau",17.0,,1
36,"Captage, traitement et distribution d’eau",26.0,,1
36,"Captage, traitement et distribution d’eau",108.0,,1
36,"Captage, traitement et distribution d’eau",110.0,,1
36,"Captage, traitement et distribution d’eau",114.0,,1
36,"Captage, traitement et distribution d’eau",320.0,,1
36,"Captage, traitement et distribution d’eau",379.0,,1
36,"Captage, traitement et distribution d’eau",418.0,,1
36,"Captage, traitement et distribution d’eau",422.0,,1
36,"Captage, traitement et distribution d’eau",612.0,,1
36,"Captage, traitement et distribution d’eau",716.0,,1
37,Collecte et traitement des eaux usées,12.0,,1
37,Collecte et traitement des eaux usées,30.0,,1
37,Collecte et traitement des eaux usées,60.0,,1
37,Collecte et traitement des eaux usées,114.0,,1
37,Collecte et traitement des eaux usées,416.0,,1
37,Collecte et traitement des eaux usées,716.0,,1
38,"Collecte, valorisation et élimination des déchets;",16.0,,1
38,"Collecte, valorisation et élimination des déchets;",29.0,,1
38,"Collecte, valorisation et élimination des déchets;",124.0,,1
38,"Collecte, valorisation et élimination des déchets;",151.0,,1
38,"Collecte, valorisation et élimination des déchets;",330.0,,1
38,"Collecte, valorisation et élimination des déchets;",416.0,,1
38,"Collecte, valorisation et élimination des déchets;",716.0,,1
39,Activités de dépollution et autres activités de service de gestion des déchets,114.0,,1
39,Activités de dépollution et autres activités de service de gestion des déchets,418.0,,1
39,Activités de dépollution et autres activités de service de gestion des déchets,706.0,,1
41,Construction de bâtiments résidentiels et non résidentiels,26.0,,1
41,Construction de bâtiments résidentiels et non résidentiels,60.0,,1
41,Construction de bâtiments résidentiels et non résidentiels,124.0,,1
41,Construction de bâtiments résidentiels et non résidentiels,125.0,,1
41,Construction de bâtiments résidentiels et non résidentiels,230.0,,1
41,Construction de bâtiments résidentiels et non résidentiels,310.0,,1
41,Construction de bâtiments résidentiels et non résidentiels,420.0,,1
41,Construction de bâtiments résidentiels et non résidentiels,515.0,,1
41,Construction de bâtiments résidentiels et non résidentiels,722.0,,1
42,Génie civil,13.0,,1
42,Génie civil,16.0,,1
42,Génie civil,124.0,,1
42,Génie civil,310.0,,1
42,Génie civil,416.0,,1
42,Génie civil,418.0,,1
42,Génie civil,508.0,,1
42,Génie civil,616.0,,1
43,Travaux de construction spécialisés,25.0,,1
43,Travaux de construction spécialisés,29.0,,1
43,Travaux de construction spécialisés,51.0,,1
46,Commerce de gros,1.0,,1
46,Commerce de gros,27.0,,1
46,Commerce de gros,124.0,,1
46,Commerce de gros,230.0,,1
46,Commerce de gros,310.0,,1
46,Commerce de gros,418.0,,1
47,Commerce de détail,28.0,,1
47,Commerce de détail,70.0,,1
47,Commerce de détail,230.0,,1
47,Commerce de détail,310.0,,1
47,Commerce de détail,325.0,,1
47,Commerce de détail,350.0,,1
47,Commerce de détail,514.0,,1
49,Transports terrestres et transports par conduites,13.0,,1
49,Transports terrestres et transports par conduites,26.0,,1
49,Transports terrestres et transports par conduites,27.0,,1
49,Transports terrestres et transports par conduites,29.0,,1
49,Transports terrestres et transports par conduites,151.0,,1
49,Transports terrestres et transports par conduites,310.0,,1
49,Transports terrestres et transports par conduites,417.0,,1
49,Transports terrestres et transports par conduites,422.0,,1
49,Transports terrestres et transports par conduites,506.0,,1
49,Transports terrestres et transports par conduites,514.0,,1
49,Transports terrestres et transports par conduites,515.0,,1
49,Transports terrestres et transports par conduites,651.0,,1
50,Transport par eau,51.0,,1
50,Transport par eau,235.0,,1
50,Transport par eau,416.0,,1
51,Transports aériens,125.0,,1
52,Entreposage et services auxiliaires des transports,13.0,,1
52,Entreposage et services auxiliaires des transports,26.0,,1
52,Entreposage et services auxiliaires des transports,27.0,,1
52,Entreposage et services auxiliaires des transports,65.0,,1
52,Entreposage et services auxiliaires des transports,320.0,,1
52,Entreposage et services auxiliaires des transports,400.0,,1
52,Entreposage et services auxiliaires des transports,420.0,,1
52,Entreposage et services auxiliaires des transports,617.0,,1
53,Activités de poste et de courrier,114.0,,1
53,Activités de poste et de courrier,508.0,,1
55,Hébergement,25.0,,1
55,Hébergement,51.0,,1
55,Hébergement,60.0,,1
55,Hébergement,125.0,,1
55,Hébergement,350.0,,1
55,Hébergement,379.0,,1
55,Hébergement,416.0,,1
55,Hébergement,419.0,,1
55,Hébergement,420.0,,1
56,Activités de service de restauration,25.0,,1
56,Activités de service de restauration,51.0,,1
56,Activités de service de restauration,70.0,,1
56,Activités de service de restauration,114.0,,1
56,Activités de service de restauration,125.0,,1
56,Activités de service de restauration,350.0,,1
56,Activités de service de restauration,416.0,,1
56,Activités de service de restauration,417.0,,1
56,Activités de service de restauration,419.0,,1
56,Activités de service de restauration,716.0,,1
58,Activités d’édition,18.0,,1
58,Activités d’édition,20.0,,1
58,Activités d’édition,60.0,,1
58,Activités d’édition,114.0,,1
58,Activités d’édition,230.0,,1
58,Activités d’édition,515.0,,1
59,"Production de films cinématographiques, de vidéos et de programmes de télévision; enregistrement sonore et édition musicale",18.0,,1
59,"Production de films cinématographiques, de vidéos et de programmes de télévision; enregistrement sonore et édition musicale",26.0,,1
59,"Production de films cinématographiques, de vidéos et de programmes de télévision; enregistrement sonore et édition musicale",29.0,,1
59,"Production de films cinématographiques, de vidéos et de programmes de télévision; enregistrement sonore et édition musicale",51.0,,1
59,"Production de films cinématographiques, de vidéos et de programmes de télévision; enregistrement sonore et édition musicale",508.0,,1
59,"Production de films cinématographiques, de vidéos et de programmes de télévision; enregistrement sonore et édition musicale",616.0,,1
60,"Activités de programmation, de diffusion, d’agence de presse et autres activités de distribution de contenu",23.0,,1
60,"Activités de programmation, de diffusion, d’agence de presse et autres activités de distribution de contenu",114.0,,1
60,"Activités de programmation, de diffusion, d’agence de presse et autres activités de distribution de contenu",125.0,,1
60,"Activités de programmation, de diffusion, d’agence de presse et autres activités de distribution de contenu",616.0,,1
60,"Activités de programmation, de diffusion, d’agence de presse et autres activités de distribution de contenu",721.0,,1
61,Télécommunications,1.0,,1
61,Télécommunications,16.0,,1
61,Télécommunications,27.0,,1
61,Télécommunications,124.0,,1
61,Télécommunications,235.0,,1
61,Télécommunications,303.0,,1
61,Télécommunications,417.0,,1
62,"Programmation, conseil et autres activités informatiques",13.0,,1
62,"Programmation, conseil et autres activités informatiques",303.0,,1
62,"Programmation, conseil et autres activités informatiques",310.0,,1
62,"Programmation, conseil et autres activités informatiques",416.0,,1
62,"Programmation, conseil et autres activités informatiques",417.0,,1
62,"Programmation, conseil et autres activités informatiques",419.0,,1
62,"Programmation, conseil et autres activités informatiques",506.0,,1
63,"Infrastructure informatique, traitement de données et autres activités de service d'information",60.0,,1
63,"Infrastructure informatique, traitement de données et autres activités de service d'information",114.0,,1
63,"Infrastructure informatique, traitement de données et autres activités de service d'information",124.0,,1
63,"Infrastructure informatique, traitement de données et autres activités de service d'information",303.0,,1
63,"Infrastructure informatique, traitement de données et autres activités de service d'information",412.0,,1
63,"Infrastructure informatique, traitement de données et autres activités de service d'information",416.0,,1
63,"Infrastructure informatique, traitement de données et autres activités de service d'information",512.0,,1
63,"Infrastructure informatique, traitement de données et autres activités de service d'information",514.0,,1
63,"Infrastructure informatique, traitement de données et autres activités de service d'information",616.0,,1
64,"Activités de services financiers, hors assurance et fonds de pension",2.0,,1
64,"Activités de services financiers, hors assurance et fonds de pension",22.0,,1
64,"Activités de services financiers, hors assurance et fonds de pension",51.0,,1
64,"Activités de services financiers, hors assurance et fonds de pension",65.0,,1
64,"Activités de services financiers, hors assurance et fonds de pension",108.0,,1
64,"Activités de services financiers, hors assurance et fonds de pension",127.0,,1
64,"Activités de services financiers, hors assurance et fonds de pension",230.0,,1
64,"Activités de services financiers, hors assurance et fonds de pension",330.0,,1
64,"Activités de services financiers, hors assurance et fonds de pension",508.0,,1
64,"Activités de services financiers, hors assurance et fonds de pension",515.0,,1
64,"Activités de services financiers, hors assurance et fonds de pension",716.0,,1
65,"Assurance, réassurance et fonds de pension, à l’exclusion de la sécurité sociale obligatoire",27.0,,1
65,"Assurance, réassurance et fonds de pension, à l’exclusion de la sécurité sociale obligatoire",51.0,,1
65,"Assurance, réassurance et fonds de pension, à l’exclusion de la sécurité sociale obligatoire",235.0,,1
65,"Assurance, réassurance et fonds de pension, à l’exclusion de la sécurité sociale obligatoire",616.0,,1
66,Activités auxiliaires d’activités de services financiers et d’assurance,2.0,,1
66,Activités auxiliaires d’activités de services financiers et d’assurance,19.0,,1
66,Activités auxiliaires d’activités de services financiers et d’assurance,27.0,,1
66,Activités auxiliaires d’activités de services financiers et d’assurance,60.0,,1
66,Activités auxiliaires d’activités de services financiers et d’assurance,151.0,,1
66,Activités auxiliaires d’activités de services financiers et d’assurance,265.0,,1
66,Activités auxiliaires d’activités de services financiers et d’assurance,702.0,,1
68,Activités immobilières,2.0,,1
68,Activités immobilières,21.0,,1
68,Activités immobilières,25.0,,1
68,Activités immobilières,28.0,,1
68,Activités immobilières,108.0,,1
68,Activités immobilières,217.0,,1
68,Activités immobilières,218.0,,1
68,Activités immobilières,303.0,,1
68,Activités immobilières,320.0,,1
68,Activités immobilières,413.0,,1
68,Activités immobilières,417.0,,1
68,Activités immobilières,506.0,,1
68,Activités immobilières,651.0,,1
68,Activités immobilières,722.0,,1
69,Activités juridiques et comptables,1.0,,1
69,Activités juridiques et comptables,9.0,,1
69,Activités juridiques et comptables,23.0,,1
69,Activités juridiques et comptables,51.0,,1
69,Activités juridiques et comptables,124.0,,1
69,Activités juridiques et comptables,230.0,,1
69,Activités juridiques et comptables,418.0,,1
69,Activités juridiques et comptables,999.0,,1
70,Activités des sièges sociaux et conseil de gestion,18.0,,1
70,Activités des sièges sociaux et conseil de gestion,20.0,,1
70,Activités des sièges sociaux et conseil de gestion,51.0,,1
70,Activités des sièges sociaux et conseil de gestion,108.0,,1
70,Activités des sièges sociaux et conseil de gestion,230.0,,1
70,Activités des sièges sociaux et conseil de gestion,310.0,,1
70,Activités des sièges sociaux et conseil de gestion,416.0,,1
70,Activités des sièges sociaux et conseil de gestion,420.0,,1
70,Activités des sièges sociaux et conseil de gestion,506.0,,1
70,Activités des sièges sociaux et conseil de gestion,716.0,,1
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,51.0,,1
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,108.0,,1
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,114.0,,1
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,310.0,,1
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,412.0,,1
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,415.0,,1
71,Activités d’architecture et d’ingénierie; activités de contrôle et analyses techniques,419.0,,1
72,Recherche et développement scientifique,6.0,,1
72,Recherche et développement scientifique,18.0,,1
72,Recherche et développement scientifique,114.0,,1
72,Recherche et développement scientifique,218.0,,1
72,Recherche et développement scientifique,320.0,,1
72,Recherche et développement scientifique,325.0,,1
72,Recherche et développement scientifique,400.0,,1
72,Recherche et développement scientifique,419.0,,1
72,Recherche et développement scientifique,508.0,,1
72,Recherche et développement scientifique,702.0,,1
72,Recherche et développement scientifique,722.0,,1
72,Recherche et développement scientifique,999.0,,1
73,"Activités de publicité, d’études de marché et de relations publiques",1.0,,1
73,"Activités de publicité, d’études de marché et de relations publiques",9.0,,1
73,"Activités de publicité, d’études de marché et de relations publiques",23.0,,1
73,"Activités de publicité, d’études de marché et de relations publiques",60.0,,1
73,"Activités de publicité, d’études de marché et de relations publiques",151.0,,1
73,"Activités de publicité, d’études de marché et de relations publiques",217.0,,1
73,"Activités de publicité, d’études de marché et de relations publiques",310.0,,1
73,"Activités de publicité, d’études de marché et de relations publiques",325.0,,1
73,"Activités de publicité, d’études de marché et de relations publiques",414.0,,1
73,"Activités de publicité, d’études de marché et de relations publiques",415.0,,1
73,"Activités de publicité, d’études de marché et de relations publiques",506.0,,1
73,"Activités de publicité, d’études de marché et de relations publiques",508.0,,1
73,"Activités de publicité, d’études de marché et de relations publiques",514.0,,1
73,"Activités de publicité, d’études de marché et de relations publiques",651.0,,1
74,"Autres activités spécialisées, scientifiques et techniques",28.0,,1
74,"Autres activités spécialisées, scientifiques et techniques",51.0,,1
74,"Autres activités spécialisées, scientifiques et techniques",124.0,,1
74,"Autres activités spécialisées, scientifiques et techniques",151.0,,1
74,"Autres activités spécialisées, scientifiques et techniques",303.0,,1
74,"Autres activités spécialisées, scientifiques et techniques",418.0,,1
74,"Autres activités spécialisées, scientifiques et techniques",420.0,,1
74,"Autres activités spécialisées, scientifiques et techniques",506.0,,1
75,Activités vétérinaires,124.0,,1
75,Activités vétérinaires,125.0,,1
75,Activités vétérinaires,722.0,,1
77,Activités de location et location-bail,27.0,,1
77,Activités de location et location-bail,29.0,,1
77,Activités de location et location-bail,60.0,,1
77,Activités de location et location-bail,70.0,,1
77,Activités de location et location-bail,124.0,,1
77,Activités de location et location-bail,125.0,,1
77,Activités de location et location-bail,379.0,,1
77,Activités de location et location-bail,412.0,,1
77,Activités de location et location-bail,415.0,,1
77,Activités de location et location-bail,419.0,,1
77,Activités de location et location-bail,420.0,,1
77,Activités de location et location-bail,616.0,,1
78,Activités liées à l’emploi,51.0,,1
78,Activités liées à l’emploi,65.0,,1
78,Activités liées à l’emploi,114.0,,1
78,Activités liées à l’emploi,125.0,,1
78,Activités liées à l’emploi,412.0,,1
78,Activités liées à l’emploi,420.0,,1
79,"Activités d’agence de voyage, de voyagiste, de service de réservation et de services connexes",13.0,,1
79,"Activités d’agence de voyage, de voyagiste, de service de réservation et de services connexes",29.0,,1
79,"Activités d’agence de voyage, de voyagiste, de service de réservation et de services connexes",235.0,,1
79,"Activités d’agence de voyage, de voyagiste, de service de réservation et de services connexes",415.0,,1
79,"Activités d’agence de voyage, de voyagiste, de service de réservation et de services connexes",790.0,,1
80,Activités d’investigation et de sécurité,6.0,,1
80,Activités d’investigation et de sécurité,26.0,,1
80,Activités d’investigation et de sécurité,303.0,,1
80,Activités d’investigation et de sécurité,400.0,,1
81,Activités de services pour les bâtiments et l’aménagement paysager,114.0,,1
81,Activités de services pour les bâtiments et l’aménagement paysager,340.0,,1
81,Activités de services pour les bâtiments et l’aménagement paysager,350.0,,1
81,Activités de services pour les bâtiments et l’aménagement paysager,416.0,,1
81,Activités de services pour les bâtiments et l’aménagement paysager,417.0,,1
81,Activités de services pour les bâtiments et l’aménagement paysager,419.0,,1
81,Activités de services pour les bâtiments et l’aménagement paysager,702.0,,1
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",1.0,,1
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",2.0,,1
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",20.0,,1
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",70.0,,1
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",114.0,,1
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",117.0,,1
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",124.0,,1
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",230.0,,1
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",303.0,,1
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",400.0,,1
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",413.0,,1
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",415.0,,1
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",512.0,,1
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",651.0,,1
82,"Activités de service de bureau, de soutien administratif et d’autre soutien aux entreprises",790.0,,1
84,Administration publique et défense; sécurité sociale obligatoire,29.0,,1
84,Administration publique et défense; sécurité sociale obligatoire,108.0,,1
84,Administration publique et défense; sécurité sociale obligatoire,160.0,,1
84,Administration publique et défense; sécurité sociale obligatoire,235.0,,1
84,Administration publique et défense; sécurité sociale obligatoire,452.0,,1
84,Administration publique et défense; sécurité sociale obligatoire,514.0,,1
85,Enseignement,1.0,,1
85,Enseignement,16.0,,1
85,Enseignement,20.0,,1
85,Enseignement,70.0,,1
85,Enseignement,114.0,,1
85,Enseignement,123.0,,1
85,Enseignement,230.0,,1
85,Enseignement,320.0,,1
85,Enseignement,386.0,,1
85,Enseignement,412.0,,1
85,Enseignement,616.0,,1
86,Activités pour la santé humaine,13.0,,1
86,Activités pour la santé humaine,20.0,,1
86,Activités pour la santé humaine,28.0,,1
86,Activités pour la santé humaine,65.0,,1
86,Activités pour la santé humaine,108.0,,1
86,Activités pour la santé humaine,124.0,,1
86,Activités pour la santé humaine,235.0,,1
86,Activités pour la santé humaine,310.0,,1
86,Activités pour la santé humaine,511.0,,1
86,Activités pour la santé humaine,512.0,,1
86,Activités pour la santé humaine,716.0,,1
86,Activités pour la santé humaine,999.0,,1
87,Activités de soins en établissement résidentiel,6.0,,1
87,Activités de soins en établissement résidentiel,12.0,,1
87,Activités de soins en établissement résidentiel,13.0,,1
87,Activités de soins en établissement résidentiel,16.0,,1
87,Activités de soins en établissement résidentiel,26.0,,1
87,Activités de soins en établissement résidentiel,70.0,,1
87,Activités de soins en établissement résidentiel,114.0,,1
87,Activités de soins en établissement résidentiel,117.0,,1
87,Activités de soins en établissement résidentiel,151.0,,1
87,Activités de soins en établissement résidentiel,340.0,,1
87,Activités de soins en établissement résidentiel,411.0,,1
87,Activités de soins en établissement résidentiel,416.0,,1
88,Activités d’action sociale sans hébergement,6.0,,1
88,Activités d’action sociale sans hébergement,18.0,,1
88,Activités d’action sociale sans hébergement,22.0,,1
88,Activités d’action sociale sans hébergement,23.0,,1
88,Activités d’action sociale sans hébergement,117.0,,1
88,Activités d’action sociale sans hébergement,151.0,,1
88,Activités d’action sociale sans hébergement,235.0,,1
88,Activités d’action sociale sans hébergement,325.0,,1
88,Activités d’action sociale sans hébergement,330.0,,1
88,Activités d’action sociale sans hébergement,400.0,,1
88,Activités d’action sociale sans hébergement,415.0,,1
88,Activités d’action sociale sans hébergement,417.0,,1
88,Activités d’action sociale sans hébergement,418.0,,1
88,Activités d’action sociale sans hébergement,419.0,,1
